41.3908463,-73.9530487

41.3916612,-73.9531299
41.3909365,-73.953464
41.3907284,-73.9525155
41.3914452,-73.9523476
41.391781,-73.952682
41.3916612,-73.9531299

41.39106992540191,-73.95277600658036
41.391015582193624,-73.9525992830901
41.39084457927362,-73.9526921114379
41.39089947876206,-73.95286853053217

41.3914827,-73.952628
41.3913795,-73.9527403
41.3913033,-73.9526212
41.3913593,-73.9524913
41.3914309,-73.9525191
41.3914827,-73.952628

41.391432463077685,-73.95307516655078
41.39130690915808,-73.95316581455481
41.39124581153979,-73.9530121570561
41.391371565398835,-73.95292201809552


41.391781,-73.952682
